decision_id	condition	FSF_region	candidate_theme	GO_support	KEGG_support	cross_source_support	GO_redundancy_group_count	strongest_GO_adjusted_p	strongest_KEGG_adjusted_p	evidence_status	historical_relation	within_condition_distinctiveness	supporting_term_examples	conflicting_or_ambiguous_evidence	recommended_action_options	review_priority	trace_key	author_decision	author_notes
AUTHOR_BIO_THEME_0129	UV	Transitional	Broad regulatory and signaling processes	111 terms / 12 redundancy groups	0 terms	NO	12	0.000176680142998273		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0022603:regulation of anatomical structure morphogenesis; GO:GO:0051046:regulation of secretion; GO:GO:0051239:regulation of multicellular organismal process; GO:GO:0010646:regulation of cell communication; GO:GO:0023051:regulation of signaling	Obsolete GO term evidence present; Broad candidate definition; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	UV|Transitional|Broad regulatory and signaling processes		
AUTHOR_BIO_THEME_0130	UV	Transitional	Cell adhesion and extracellular organization	9 terms / 7 redundancy groups	0 terms	NO	7	3.3449551509998e-05		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0005576:extracellular region; GO:GO:0044421:obsolete extracellular region part; GO:GO:0005615:obsolete extracellular space; GO:GO:0007155:cell adhesion; GO:GO:0050839:cell adhesion molecule binding	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	UV|Transitional|Cell adhesion and extracellular organization		
AUTHOR_BIO_THEME_0131	UV	Transitional	Cytoskeleton and cell motility	2 terms / 1 redundancy groups	0 terms	NO	1	0.0288661423607078		GO_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0030334:regulation of cell migration; GO:GO:2000145:regulation of cell motility	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Transitional|Cytoskeleton and cell motility		
AUTHOR_BIO_THEME_0132	UV	Transitional	Development and morphogenesis	80 terms / 4 redundancy groups	0 terms	NO	4	0.000176680142998273		GO_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0022603:regulation of anatomical structure morphogenesis; GO:GO:0040003:chitin-based cuticle development; GO:GO:0042335:cuticle development; GO:GO:0009887:animal organ morphogenesis; GO:GO:0010721:negative regulation of cell development	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Transitional|Development and morphogenesis		
AUTHOR_BIO_THEME_0133	UV	Transitional	Endocrine and physiological regulation	20 terms / 4 redundancy groups	0 terms	NO	4	0.000412735389130987		GO_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0051046:regulation of secretion; GO:GO:0032870:cellular response to hormone stimulus; GO:GO:1903530:regulation of secretion by cell; GO:GO:0009725:response to hormone; GO:GO:0051047:positive regulation of secretion	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Transitional|Endocrine and physiological regulation		
AUTHOR_BIO_THEME_0134	UV	Transitional	Energy and core metabolism	1 terms / 1 redundancy groups	0 terms	NO	1	0.035670471600908		GO_SUPPORTED	HISTORICAL_CANDIDATE	REGION_UNIQUE_CANDIDATE	GO:GO:0060541:respiratory system development	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Transitional|Energy and core metabolism		
AUTHOR_BIO_THEME_0135	UV	Transitional	Immune and defense processes	2 terms / 1 redundancy groups	0 terms	NO	1	0.0446667306342366		GO_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0001960:negative regulation of cytokine-mediated signaling pathway; GO:GO:0060761:negative regulation of response to cytokine stimulus	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Transitional|Immune and defense processes		
AUTHOR_BIO_THEME_0136	UV	Transitional	Membrane transport and ion homeostasis	15 terms / 5 redundancy groups	0 terms	NO	5	0.00320401827401458		GO_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0051049:regulation of transport; GO:GO:0005267:potassium channel activity; GO:GO:0015267:channel activity; GO:GO:0005244:voltage-gated monoatomic ion channel activity; GO:GO:0022832:voltage-gated channel activity	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Transitional|Membrane transport and ion homeostasis		
AUTHOR_BIO_THEME_0137	UV	Transitional	Metabolism and redox processes	29 terms / 18 redundancy groups	6 terms	YES	18	2.90027535409933e-07	0.00379532417170407	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0043043:peptide biosynthetic process; GO:GO:0043604:obsolete amide biosynthetic process; GO:GO:0006518:peptide metabolic process; GO:GO:0000184:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; GO:GO:0008362:chitin-based embryonic cuticle biosynthetic process	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Transitional|Metabolism and redox processes		
AUTHOR_BIO_THEME_0138	UV	Transitional	Neural, projection and behavior processes	40 terms / 9 redundancy groups	0 terms	NO	9	0.00116235611743203		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0050804:modulation of chemical synaptic transmission; GO:GO:0099177:regulation of trans-synaptic signaling; GO:GO:0050806:positive regulation of synaptic transmission; GO:GO:0050795:regulation of behavior; GO:GO:0048521:negative regulation of behavior	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	UV|Transitional|Neural, projection and behavior processes		
AUTHOR_BIO_THEME_0139	UV	Transitional	Protein turnover and proteostasis	2 terms / 1 redundancy groups	0 terms	NO	1	0.0436751891484824		GO_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0008236:serine-type peptidase activity; GO:GO:0004252:serine-type endopeptidase activity	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Transitional|Protein turnover and proteostasis		
AUTHOR_BIO_THEME_0140	UV	Transitional	RNA processing and expression	12 terms / 5 redundancy groups	0 terms	NO	5	0.000958039277398331		GO_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0000184:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; GO:GO:0098531:ligand-modulated transcription factor activity; GO:GO:0003705:DNA-binding transcription factor activity, RNA polymerase II-specific; GO:GO:0000981:DNA-binding transcription factor activity, RNA polymerase II-specific; GO:GO:0001228:DNA-binding transcription activator activity, RNA polymerase II-specific	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Transitional|RNA processing and expression		
AUTHOR_BIO_THEME_0141	UV	Transitional	Stress response and signaling	14 terms / 1 redundancy groups	0 terms	NO	1	0.00304235516163986		GO_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0007165:signal transduction; GO:GO:0009966:regulation of signal transduction; GO:GO:0048583:regulation of response to stimulus; GO:GO:0008277:regulation of G protein-coupled receptor signaling pathway; GO:GO:0007186:G protein-coupled receptor signaling pathway	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Transitional|Stress response and signaling		
AUTHOR_BIO_THEME_0142	UV	Transitional	Translation, ribosome and protein targeting	17 terms / 7 redundancy groups	2 terms	YES	7	2.85425397939271e-14	1.87925339768692e-14	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	KEGG:ko03010:Ribosome; KEGG:map03010:Ribosome; GO:GO:0002181:cytoplasmic translation; GO:GO:0022626:cytosolic ribosome; GO:GO:0003735:structural constituent of ribosome	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Transitional|Translation, ribosome and protein targeting		
AUTHOR_BIO_THEME_0143	UV	Transitional	Vesicle trafficking and organelle organization	2 terms / 2 redundancy groups	0 terms	NO	2	2.79811233452814e-05		GO_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0072599:establishment of protein localization to endoplasmic reticulum; GO:GO:0070972:protein localization to endoplasmic reticulum	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Transitional|Vesicle trafficking and organelle organization		
AUTHOR_BIO_THEME_0144	UV	Stable	Broad regulatory and signaling processes	45 terms / 10 redundancy groups	1 terms	YES	10	1.28667522362053e-05	0.04077892325315	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0005515:protein binding; GO:GO:0060255:regulation of macromolecule metabolic process; GO:GO:0019222:regulation of metabolic process; GO:GO:0031323:obsolete regulation of cellular metabolic process; GO:GO:0051171:obsolete regulation of nitrogen compound metabolic process	Obsolete GO term evidence present; Broad candidate definition; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Stable|Broad regulatory and signaling processes		
AUTHOR_BIO_THEME_0145	UV	Stable	Cell adhesion and extracellular organization	2 terms / 1 redundancy groups	0 terms	NO	1	0.000139098925809		GO_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0005576:extracellular region; GO:GO:0005759:mitochondrial matrix	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Stable|Cell adhesion and extracellular organization		
AUTHOR_BIO_THEME_0146	UV	Stable	Cell cycle and division	7 terms / 3 redundancy groups	1 terms	YES	3	0.00169417709294582	0.04077892325315	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	REGION_UNIQUE_CANDIDATE	GO:GO:0022402:cell cycle process; GO:GO:0007346:regulation of mitotic cell cycle; GO:GO:0051726:regulation of cell cycle; GO:GO:0007049:cell cycle; GO:GO:0009786:regulation of asymmetric cell division	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Stable|Cell cycle and division		
AUTHOR_BIO_THEME_0147	UV	Stable	Chromosome and nuclear organization	3 terms / 3 redundancy groups	0 terms	NO	3	0.0136083180670949		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0005694:chromosome; GO:GO:0044427:obsolete chromosomal part; GO:GO:0051276:chromosome organization	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	UV|Stable|Chromosome and nuclear organization		
AUTHOR_BIO_THEME_0148	UV	Stable	Cytoskeleton and cell motility	6 terms / 3 redundancy groups	5 terms	YES	3	0.000725254449772026	0.04077892325315	STRONG_MULTI_SOURCE_SUPPORT	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0051493:regulation of cytoskeleton organization; GO:GO:0007298:border follicle cell migration; GO:GO:0110053:regulation of actin filament organization; GO:GO:0032956:regulation of actin cytoskeleton organization; GO:GO:0010631:epithelial cell migration	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Stable|Cytoskeleton and cell motility		
AUTHOR_BIO_THEME_0149	UV	Stable	Development and morphogenesis	7 terms / 5 redundancy groups	5 terms	YES	5	5.3663609449688e-12	0.04077892325315	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0005622:intracellular anatomical structure; GO:GO:0007281:germ cell development; GO:GO:0003006:developmental process involved in reproduction; GO:GO:0009790:embryo development; GO:GO:0060997:dendritic spine morphogenesis	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Stable|Development and morphogenesis		
AUTHOR_BIO_THEME_0150	UV	Stable	DNA repair and genome maintenance	1 terms / 1 redundancy groups	0 terms	NO	1	0.047533314087524		GO_SUPPORTED	HISTORICAL_CANDIDATE	REGION_UNIQUE_CANDIDATE	GO:GO:0006281:DNA repair	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Stable|DNA repair and genome maintenance		
AUTHOR_BIO_THEME_0151	UV	Stable	Endocrine and physiological regulation	0 terms / 0 redundancy groups	3 terms	NO	0		0.04077892325315	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:K06829:CYR61, CCN1, IGFBP10; KEGG:K06827:CTGF, CCN2, IGFBP8; KEGG:K17256:IGFALS, ALS	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Stable|Endocrine and physiological regulation		
AUTHOR_BIO_THEME_0152	UV	Stable	Immune and defense processes	0 terms / 0 redundancy groups	1 terms	NO	0		0.04077892325315	KEGG_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_2_REGIONS	KEGG:K21852:DOCK6_7_8	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Stable|Immune and defense processes		
AUTHOR_BIO_THEME_0153	UV	Stable	Membrane transport and ion homeostasis	12 terms / 3 redundancy groups	4 terms	YES	3	0.000177499060330236	0.04077892325315	REQUIRES_AUTHOR_REVIEW	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0046907:intracellular transport; GO:GO:0015031:protein transport; GO:GO:0042886:obsolete amide transport; GO:GO:0015833:peptide transport; GO:GO:0006886:intracellular protein transport	Obsolete GO term evidence present	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Stable|Membrane transport and ion homeostasis		
AUTHOR_BIO_THEME_0154	UV	Stable	Metabolism and redox processes	35 terms / 15 redundancy groups	2 terms	YES	15	5.03444468304731e-06	0.04077892325315	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0043170:macromolecule metabolic process; GO:GO:0044237:obsolete cellular metabolic process; GO:GO:0060255:regulation of macromolecule metabolic process; GO:GO:0019222:regulation of metabolic process; GO:GO:0031323:obsolete regulation of cellular metabolic process	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Stable|Metabolism and redox processes		
AUTHOR_BIO_THEME_0155	UV	Stable	Neural, projection and behavior processes	3 terms / 1 redundancy groups	2 terms	YES	1	0.0150225085290125	0.04077892325315	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0097061:dendritic spine organization; GO:GO:0106027:neuron projection organization; GO:GO:0060997:dendritic spine morphogenesis; KEGG:K05612:SLC1A1, EAAT3; KEGG:K19941:SYN	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Stable|Neural, projection and behavior processes		
AUTHOR_BIO_THEME_0156	UV	Stable	Protein turnover and proteostasis	3 terms / 2 redundancy groups	1 terms	YES	2	0.0115357076345394	0.0473714650530915	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0016567:protein ubiquitination; GO:GO:0010506:regulation of autophagy; GO:GO:0016241:regulation of macroautophagy; KEGG:K15692:RNF13, RZF	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Stable|Protein turnover and proteostasis		
AUTHOR_BIO_THEME_0157	UV	Stable	RNA processing and expression	11 terms / 3 redundancy groups	1 terms	YES	3	0.00222188977284288	0.04077892325315	STRONG_MULTI_SOURCE_SUPPORT	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0006396:RNA processing; GO:GO:0016070:RNA metabolic process; GO:GO:0009451:RNA modification; GO:GO:0003712:transcription coregulator activity; GO:GO:0010468:regulation of gene expression	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Stable|RNA processing and expression		
AUTHOR_BIO_THEME_0158	UV	Stable	Vesicle trafficking and organelle organization	8 terms / 1 redundancy groups	2 terms	YES	1	0.000177499060330236	0.0366100839263939	STRONG_MULTI_SOURCE_SUPPORT	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0046907:intracellular transport; GO:GO:0045184:establishment of protein localization; GO:GO:0016192:vesicle-mediated transport; GO:GO:0033043:regulation of organelle organization; GO:GO:0006897:endocytosis	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Stable|Vesicle trafficking and organelle organization		
AUTHOR_BIO_THEME_0159	UV	Highly Stable	Broad regulatory and signaling processes	0 terms / 0 redundancy groups	10 terms	NO	0		0.024999226030154	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:K09037:MAFF_G_K; KEGG:ko04014:Ras signaling pathway; KEGG:ko04015:Rap1 signaling pathway; KEGG:map04014:Ras signaling pathway; KEGG:map04015:Rap1 signaling pathway	Broad candidate definition; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	UV|Highly Stable|Broad regulatory and signaling processes		
AUTHOR_BIO_THEME_0160	UV	Highly Stable	Cell adhesion and extracellular organization	0 terms / 0 redundancy groups	4 terms	NO	0		0.0213084955353013	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:K05725:PTK2, FAK; KEGG:K05871:PTK2B, FAK2; KEGG:ko04510:Focal adhesion; KEGG:map04510:Focal adhesion	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Highly Stable|Cell adhesion and extracellular organization		
AUTHOR_BIO_THEME_0161	UV	Highly Stable	Chromosome and nuclear organization	0 terms / 0 redundancy groups	2 terms	NO	0		0.0213084955353013	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	KEGG:K04462:MECOM, EVI1, PRDM3; KEGG:K22410:PRDM16	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Highly Stable|Chromosome and nuclear organization		
AUTHOR_BIO_THEME_0162	UV	Highly Stable	Cytoskeleton and cell motility	0 terms / 0 redundancy groups	2 terms	NO	0		0.0213084955353013	KEGG_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:K04314:PRLHR, GPR10; KEGG:K07935:IFT22, RABL5	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Highly Stable|Cytoskeleton and cell motility		
AUTHOR_BIO_THEME_0163	UV	Highly Stable	Development and morphogenesis	1 terms / 1 redundancy groups	6 terms	YES	1	0.0206240447014043	0.0184040229588293	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:K04362:FGFR1, CD331; GO:GO:0005622:intracellular anatomical structure; KEGG:K04358:FGF; KEGG:K05093:FGFR2, CD332; KEGG:K17277:EPS8	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Highly Stable|Development and morphogenesis		
AUTHOR_BIO_THEME_0164	UV	Highly Stable	Endocrine and physiological regulation	0 terms / 0 redundancy groups	2 terms	NO	0		0.0213084955353013	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:K04314:PRLHR, GPR10; KEGG:K00512:CYP17A	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Highly Stable|Endocrine and physiological regulation		
AUTHOR_BIO_THEME_0165	UV	Highly Stable	Membrane transport and ion homeostasis	4 terms / 2 redundancy groups	9 terms	YES	2	0.004930989970163	0.024999226030154	REQUIRES_AUTHOR_REVIEW	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0008565:obsolete protein transporter activity; GO:GO:0006891:intra-Golgi vesicle-mediated transport; KEGG:K07935:IFT22, RABL5; KEGG:K09638:TMPRSS7; KEGG:K01540:ATP1B, CD298	Obsolete GO term evidence present	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Highly Stable|Membrane transport and ion homeostasis		
AUTHOR_BIO_THEME_0166	UV	Highly Stable	Metabolism and redox processes	1 terms / 1 redundancy groups	5 terms	YES	1	0.0225528021367545	0.024999226030154	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0016071:mRNA metabolic process; KEGG:K00235:SDHB, SDH2; KEGG:K03940:NDUFS7; KEGG:K03963:NDUFB7; KEGG:K03942:NDUFV1	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Highly Stable|Metabolism and redox processes		
AUTHOR_BIO_THEME_0167	UV	Highly Stable	Protein turnover and proteostasis	1 terms / 1 redundancy groups	4 terms	YES	1	0.01298124702443	0.0213084955353013	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0004252:serine-type endopeptidase activity; KEGG:K04678:SMURF; KEGG:K11843:USP14, UBP6; KEGG:K14016:UFD1; KEGG:K03686:dnaJ	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Highly Stable|Protein turnover and proteostasis		
AUTHOR_BIO_THEME_0168	UV	Highly Stable	RNA processing and expression	2 terms / 1 redundancy groups	1 terms	YES	1	0.00902846543626743	0.024999226030154	STRONG_MULTI_SOURCE_SUPPORT	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0006397:mRNA processing; GO:GO:0016071:mRNA metabolic process; KEGG:K09037:MAFF_G_K	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	UV|Highly Stable|RNA processing and expression		
AUTHOR_BIO_THEME_0169	UV	Highly Stable	Stress response and signaling	0 terms / 0 redundancy groups	9 terms	NO	0		0.030342881141946	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	KEGG:ko04014:Ras signaling pathway; KEGG:ko04015:Rap1 signaling pathway; KEGG:map04014:Ras signaling pathway; KEGG:map04015:Rap1 signaling pathway; KEGG:K04371:ERK, MAPK1_3	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Highly Stable|Stress response and signaling		
AUTHOR_BIO_THEME_0170	UV	Highly Stable	Translation, ribosome and protein targeting	0 terms / 0 redundancy groups	5 terms	NO	0		0.024999226030154	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	KEGG:K14850:RRP8; KEGG:K01893:NARS, asnS; KEGG:K03264:EIF6; KEGG:K02520:infC, MTIF3; KEGG:K22503:DARS1	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	UV|Highly Stable|Translation, ribosome and protein targeting		
AUTHOR_BIO_THEME_0171	UV	Highly Stable	Vesicle trafficking and organelle organization	8 terms / 5 redundancy groups	0 terms	NO	5	0.00510070296063378		REQUIRES_AUTHOR_REVIEW	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0030120:vesicle coat; GO:GO:0030125:clathrin vesicle coat; GO:GO:0006891:intra-Golgi vesicle-mediated transport; GO:GO:0030176:obsolete integral component of endoplasmic reticulum membrane; GO:GO:0045184:establishment of protein localization	Obsolete GO term evidence present	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	UV|Highly Stable|Vesicle trafficking and organelle organization		
